# Directed graph: ../data/song_graphs/rock_graphs/101.txt 
# Save as tab-separated list of edges
# Nodes: 139 Edges: 57
# FromNodeId	ToNodeId
44	78
78	13
13	44
44	101
101	70
70	44
44	78
78	13
13	44
44	101
101	70
70	44
44	78
78	13
13	131
131	101
101	70
70	44
44	78
78	13
13	131
131	101
101	95
95	70
70	101
101	108
108	95
95	3
3	70
70	108
108	44
44	78
78	13
13	131
131	101
101	70
70	44
44	78
78	13
13	131
131	101
101	95
95	70
70	101
101	108
108	95
95	3
3	70
70	108
108	44
44	78
78	13
13	131
131	101
101	95
95	70
70	44
