# Directed graph: ../data/song_graphs/rock_graphs/71.txt 
# Save as tab-separated list of edges
# Nodes: 139 Edges: 85
# FromNodeId	ToNodeId
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	105
105	17
17	138
138	105
105	17
17	138
138	105
105	17
17	138
138	105
105	17
17	114
114	17
17	114
114	105
105	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	17
17	105
105	44
44	138
138	105
105	17
17	138
138	105
105	17
17	138
138	105
105	17
17	138
138	105
105	138
138	17
17	105
105	138
138	17
17	105
105	138
138	17
17	105
105	114
114	17
17	114
114	17
17	114
114	17
17	105
105	17
17	105
105	44
44	138
138	114
