# Directed graph: ../data/song_graphs/rock_graphs/7.txt 
# Save as tab-separated list of edges
# Nodes: 139 Edges: 77
# FromNodeId	ToNodeId
44	13
13	101
101	114
114	44
44	13
13	101
101	112
112	114
114	44
44	13
13	101
101	112
112	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	101
101	112
112	114
114	44
44	13
13	101
101	112
112	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	101
101	44
44	114
114	13
13	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	44
44	13
13	114
114	101
101	13
13	101
101	44
