# Directed graph: ../data/song_graphs/rock_graphs/73.txt 
# Save as tab-separated list of edges
# Nodes: 139 Edges: 168
# FromNodeId	ToNodeId
5	81
81	27
27	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	50
50	27
27	81
81	109
109	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
50	5
5	81
81	27
27	50
