# Directed graph: ../data/song_graphs/jazz_graphs/5.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 50
# FromNodeId	ToNodeId
31	225
225	80
80	142
142	35
35	108
108	188
188	57
57	170
170	3
3	133
133	198
198	35
35	108
108	178
178	142
142	178
178	142
142	35
35	225
225	52
52	142
142	225
225	52
52	142
142	133
133	198
198	105
105	178
178	142
142	3
3	198
198	178
178	142
142	31
31	225
225	80
80	142
142	35
35	108
108	188
188	57
57	170
170	3
3	133
133	198
198	35
35	108
108	178
178	142
142	31
