# Directed graph: ../data/song_graphs/jazz_graphs/40.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 57
# FromNodeId	ToNodeId
84	142
142	31
31	35
35	233
233	89
89	174
174	3
3	108
108	135
135	198
198	84
84	89
89	174
174	187
187	105
105	14
14	133
133	198
198	84
84	133
133	207
207	84
84	133
133	198
198	106
106	87
87	133
133	198
198	106
106	87
87	224
224	45
45	173
173	141
141	133
133	21
21	198
198	200
200	84
84	142
142	31
31	35
35	233
233	89
89	174
174	3
3	108
108	135
135	198
198	84
84	89
89	90
90	174
174	111
111	133
133	135
135	87
