# Directed graph: ../data/song_graphs/jazz_graphs/13.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 68
# FromNodeId	ToNodeId
133	198
198	133
133	198
198	133
133	198
198	133
133	198
198	84
84	35
35	133
133	198
198	84
84	172
172	14
14	133
133	198
198	133
133	198
198	133
133	198
198	137
137	198
198	84
84	163
163	133
133	198
198	84
84	19
19	133
133	84
84	89
89	233
233	97
97	89
89	174
174	93
93	117
117	93
93	174
174	108
108	35
35	127
127	108
108	198
198	133
133	157
157	111
111	198
198	133
133	198
198	133
133	198
198	133
133	198
198	137
137	198
198	84
84	163
163	133
133	198
198	84
84	172
172	14
14	84
84	19
19	133
133	115
115	87
