# Directed graph: ../data/song_graphs/jazz_graphs/24.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 62
# FromNodeId	ToNodeId
87	181
181	87
87	188
188	57
57	164
164	19
19	87
87	181
181	170
170	3
3	111
111	133
133	198
198	84
84	133
133	198
198	87
87	181
181	87
87	188
188	57
57	164
164	19
19	87
87	181
181	170
170	3
3	111
111	133
133	198
198	84
84	148
148	157
157	111
111	164
164	19
19	133
133	198
198	87
87	181
181	170
170	35
35	225
225	188
188	57
57	164
164	19
19	135
135	207
207	225
225	181
181	170
170	10
10	111
111	133
133	198
198	84
84	133
133	198
198	84
84	126
126	88
